_id,CODIGO_ESTACION,NOMBRE_ESTACION,NUCLEO_CERCANIAS,TRAMO_HORARIO,VIAJEROS_SUBIDOS,VIAJEROS_BAJADOS
865,17005,COLMENAR VIEJO,MADRID,09:00 - 09:30,198,38
866,17005,COLMENAR VIEJO,MADRID,09:30 - 10:00,170,63
867,17005,COLMENAR VIEJO,MADRID,10:00 - 10:30,84,15
868,17005,COLMENAR VIEJO,MADRID,10:30 - 11:00,47,13
869,17005,COLMENAR VIEJO,MADRID,11:00 - 11:30,34,27
870,17005,COLMENAR VIEJO,MADRID,11:30 - 12:00,48,22
871,17005,COLMENAR VIEJO,MADRID,12:00 - 12:30,30,71
872,17005,COLMENAR VIEJO,MADRID,12:30 - 13:00,61,36
873,17005,COLMENAR VIEJO,MADRID,13:00 - 13:30,21,101
874,17005,COLMENAR VIEJO,MADRID,13:30 - 14:00,100,101
875,17005,COLMENAR VIEJO,MADRID,14:00 - 14:30,78,80
876,17005,COLMENAR VIEJO,MADRID,14:30 - 15:00,76,93
877,17005,COLMENAR VIEJO,MADRID,15:00 - 15:30,50,224
878,17005,COLMENAR VIEJO,MADRID,15:30 - 16:00,81,176
879,17005,COLMENAR VIEJO,MADRID,16:00 - 16:30,44,163
880,17005,COLMENAR VIEJO,MADRID,16:30 - 17:00,100,60
881,17005,COLMENAR VIEJO,MADRID,17:00 - 17:30,86,134
882,17005,COLMENAR VIEJO,MADRID,17:30 - 18:00,103,137
883,17005,COLMENAR VIEJO,MADRID,18:00 - 18:30,61,222
884,17005,COLMENAR VIEJO,MADRID,18:30 - 19:00,44,229
885,17005,COLMENAR VIEJO,MADRID,19:00 - 19:30,55,242
886,17005,COLMENAR VIEJO,MADRID,19:30 - 20:00,35,166
887,17005,COLMENAR VIEJO,MADRID,20:00 - 20:30,35,176
888,17005,COLMENAR VIEJO,MADRID,20:30 - 21:00,31,96
889,17005,COLMENAR VIEJO,MADRID,21:00 - 21:30,12,108
890,17005,COLMENAR VIEJO,MADRID,21:30 - 22:00,12,93
891,17005,COLMENAR VIEJO,MADRID,22:00 - 22:30,10,69
892,17005,COLMENAR VIEJO,MADRID,22:30 - 23:00,18,99
893,17005,COLMENAR VIEJO,MADRID,23:00 - 23:30,8,94
894,17005,COLMENAR VIEJO,MADRID,23:30 - 00:00,9,12
895,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,00:00 - 00:30,30,1
896,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,05:00 - 05:30,0,0
897,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,05:30 - 06:00,5,6
898,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,06:00 - 06:30,19,31
899,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,06:30 - 07:00,27,61
900,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,07:00 - 07:30,78,201
901,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,07:30 - 08:00,141,340
902,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,08:00 - 08:30,203,753
903,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,08:30 - 09:00,162,2367
904,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,09:00 - 09:30,118,2293
905,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,09:30 - 10:00,94,1399
906,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,10:00 - 10:30,83,1071
907,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,10:30 - 11:00,110,423
908,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,11:00 - 11:30,235,508
909,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,11:30 - 12:00,109,146
910,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,12:00 - 12:30,526,299
911,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,12:30 - 13:00,342,302
912,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,13:00 - 13:30,933,263
913,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,13:30 - 14:00,746,279
914,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,14:00 - 14:30,1428,425
915,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,14:30 - 15:00,685,542
916,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,15:00 - 15:30,443,565
917,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,15:30 - 16:00,290,711
918,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,16:00 - 16:30,528,348
919,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,16:30 - 17:00,362,210
920,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,17:00 - 17:30,563,203
921,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,17:30 - 18:00,735,252
922,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,18:00 - 18:30,595,198
923,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,18:30 - 19:00,784,166
924,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,19:00 - 19:30,1116,186
925,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,19:30 - 20:00,1317,141
926,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,20:00 - 20:30,707,110
927,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,20:30 - 21:00,805,108
928,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,21:00 - 21:30,386,69
929,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,21:30 - 22:00,126,48
930,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,22:00 - 22:30,212,53
931,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,22:30 - 23:00,90,43
932,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,23:00 - 23:30,115,27
933,17009,UNIVERSIDAD-CANTOBLANCO,MADRID,23:30 - 00:00,44,13
934,18000,MADRID-ATOCHA CERCANIAS,MADRID,00:00 - 00:30,418,356
935,18000,MADRID-ATOCHA CERCANIAS,MADRID,00:30 - 01:00,0,25
936,18000,MADRID-ATOCHA CERCANIAS,MADRID,04:30 - 05:00,14,0
937,18000,MADRID-ATOCHA CERCANIAS,MADRID,05:00 - 05:30,65,127
938,18000,MADRID-ATOCHA CERCANIAS,MADRID,05:30 - 06:00,890,998
939,18000,MADRID-ATOCHA CERCANIAS,MADRID,06:00 - 06:30,2508,2668
940,18000,MADRID-ATOCHA CERCANIAS,MADRID,06:30 - 07:00,3516,4415
941,18000,MADRID-ATOCHA CERCANIAS,MADRID,07:00 - 07:30,7407,8784
942,18000,MADRID-ATOCHA CERCANIAS,MADRID,07:30 - 08:00,7924,10763
943,18000,MADRID-ATOCHA CERCANIAS,MADRID,08:00 - 08:30,10547,11228
944,18000,MADRID-ATOCHA CERCANIAS,MADRID,08:30 - 09:00,9028,10850
945,18000,MADRID-ATOCHA CERCANIAS,MADRID,09:00 - 09:30,6172,7521
946,18000,MADRID-ATOCHA CERCANIAS,MADRID,09:30 - 10:00,4383,5357
947,18000,MADRID-ATOCHA CERCANIAS,MADRID,10:00 - 10:30,3136,3083
948,18000,MADRID-ATOCHA CERCANIAS,MADRID,10:30 - 11:00,2606,2882
949,18000,MADRID-ATOCHA CERCANIAS,MADRID,11:00 - 11:30,2510,2944
950,18000,MADRID-ATOCHA CERCANIAS,MADRID,11:30 - 12:00,2798,2668
951,18000,MADRID-ATOCHA CERCANIAS,MADRID,12:00 - 12:30,2637,2544
952,18000,MADRID-ATOCHA CERCANIAS,MADRID,12:30 - 13:00,3111,2691
953,18000,MADRID-ATOCHA CERCANIAS,MADRID,13:00 - 13:30,3907,3616
954,18000,MADRID-ATOCHA CERCANIAS,MADRID,13:30 - 14:00,4266,3895
955,18000,MADRID-ATOCHA CERCANIAS,MADRID,14:00 - 14:30,6326,5732
956,18000,MADRID-ATOCHA CERCANIAS,MADRID,14:30 - 15:00,6440,5780
957,18000,MADRID-ATOCHA CERCANIAS,MADRID,15:00 - 15:30,7061,6803
958,18000,MADRID-ATOCHA CERCANIAS,MADRID,15:30 - 16:00,6513,5484
959,18000,MADRID-ATOCHA CERCANIAS,MADRID,16:00 - 16:30,4909,4556
960,18000,MADRID-ATOCHA CERCANIAS,MADRID,16:30 - 17:00,4043,4021
961,18000,MADRID-ATOCHA CERCANIAS,MADRID,17:00 - 17:30,4639,4070
962,18000,MADRID-ATOCHA CERCANIAS,MADRID,17:30 - 18:00,5119,5684
963,18000,MADRID-ATOCHA CERCANIAS,MADRID,18:00 - 18:30,6743,5821
964,18000,MADRID-ATOCHA CERCANIAS,MADRID,18:30 - 19:00,7124,6020
965,18000,MADRID-ATOCHA CERCANIAS,MADRID,19:00 - 19:30,7511,6466
966,18000,MADRID-ATOCHA CERCANIAS,MADRID,19:30 - 20:00,5296,5251
967,18000,MADRID-ATOCHA CERCANIAS,MADRID,20:00 - 20:30,4869,4407
968,18000,MADRID-ATOCHA CERCANIAS,MADRID,20:30 - 21:00,4715,3755
969,18000,MADRID-ATOCHA CERCANIAS,MADRID,21:00 - 21:30,4498,3360
970,18000,MADRID-ATOCHA CERCANIAS,MADRID,21:30 - 22:00,3183,2946
971,18000,MADRID-ATOCHA CERCANIAS,MADRID,22:00 - 22:30,2619,2107
972,18000,MADRID-ATOCHA CERCANIAS,MADRID,22:30 - 23:00,1431,1307
973,18000,MADRID-ATOCHA CERCANIAS,MADRID,23:00 - 23:30,1710,1072
974,18000,MADRID-ATOCHA CERCANIAS,MADRID,23:30 - 00:00,822,712
975,18001,MADRID-RECOLETOS,MADRID,00:00 - 00:30,41,9
976,18001,MADRID-RECOLETOS,MADRID,00:30 - 01:00,0,2
977,18001,MADRID-RECOLETOS,MADRID,05:00 - 05:30,10,1
978,18001,MADRID-RECOLETOS,MADRID,05:30 - 06:00,39,97
979,18001,MADRID-RECOLETOS,MADRID,06:00 - 06:30,44,224
980,18001,MADRID-RECOLETOS,MADRID,06:30 - 07:00,52,377
981,18001,MADRID-RECOLETOS,MADRID,07:00 - 07:30,89,878
982,18001,MADRID-RECOLETOS,MADRID,07:30 - 08:00,126,1760
983,18001,MADRID-RECOLETOS,MADRID,08:00 - 08:30,191,1901
984,18001,MADRID-RECOLETOS,MADRID,08:30 - 09:00,215,2815
985,18001,MADRID-RECOLETOS,MADRID,09:00 - 09:30,263,2023
986,18001,MADRID-RECOLETOS,MADRID,09:30 - 10:00,93,1310
987,18001,MADRID-RECOLETOS,MADRID,10:00 - 10:30,122,515
988,18001,MADRID-RECOLETOS,MADRID,10:30 - 11:00,107,418
989,18001,MADRID-RECOLETOS,MADRID,11:00 - 11:30,155,314
990,18001,MADRID-RECOLETOS,MADRID,11:30 - 12:00,155,283
991,18001,MADRID-RECOLETOS,MADRID,12:00 - 12:30,198,245
992,18001,MADRID-RECOLETOS,MADRID,12:30 - 13:00,178,276
993,18001,MADRID-RECOLETOS,MADRID,13:00 - 13:30,334,245
994,18001,MADRID-RECOLETOS,MADRID,13:30 - 14:00,375,308
995,18001,MADRID-RECOLETOS,MADRID,14:00 - 14:30,714,285
996,18001,MADRID-RECOLETOS,MADRID,14:30 - 15:00,1068,378
997,18001,MADRID-RECOLETOS,MADRID,15:00 - 15:30,1160,314
998,18001,MADRID-RECOLETOS,MADRID,15:30 - 16:00,513,343
999,18001,MADRID-RECOLETOS,MADRID,16:00 - 16:30,421,275
1000,18001,MADRID-RECOLETOS,MADRID,16:30 - 17:00,594,375
1001,18001,MADRID-RECOLETOS,MADRID,17:00 - 17:30,674,240
1002,18001,MADRID-RECOLETOS,MADRID,17:30 - 18:00,805,300
1003,18001,MADRID-RECOLETOS,MADRID,18:00 - 18:30,1455,290
1004,18001,MADRID-RECOLETOS,MADRID,18:30 - 19:00,1070,328
1005,18001,MADRID-RECOLETOS,MADRID,19:00 - 19:30,1319,275
1006,18001,MADRID-RECOLETOS,MADRID,19:30 - 20:00,685,190
1007,18001,MADRID-RECOLETOS,MADRID,20:00 - 20:30,734,176
1008,18001,MADRID-RECOLETOS,MADRID,20:30 - 21:00,405,125
1009,18001,MADRID-RECOLETOS,MADRID,21:00 - 21:30,511,85
1010,18001,MADRID-RECOLETOS,MADRID,21:30 - 22:00,280,52
1011,18001,MADRID-RECOLETOS,MADRID,22:00 - 22:30,286,47
1012,18001,MADRID-RECOLETOS,MADRID,22:30 - 23:00,119,31
1013,18001,MADRID-RECOLETOS,MADRID,23:00 - 23:30,79,46
1014,18001,MADRID-RECOLETOS,MADRID,23:30 - 00:00,10,17
1015,18002,MADRID-NUEVOS MINISTERIOS,MADRID,00:00 - 00:30,55,72
1016,18002,MADRID-NUEVOS MINISTERIOS,MADRID,00:30 - 01:00,0,2
1017,18002,MADRID-NUEVOS MINISTERIOS,MADRID,05:00 - 05:30,24,3
1018,18002,MADRID-NUEVOS MINISTERIOS,MADRID,05:30 - 06:00,36,224
1019,18002,MADRID-NUEVOS MINISTERIOS,MADRID,06:00 - 06:30,323,940
1020,18002,MADRID-NUEVOS MINISTERIOS,MADRID,06:30 - 07:00,488,1695
1021,18002,MADRID-NUEVOS MINISTERIOS,MADRID,07:00 - 07:30,1135,3355
1022,18002,MADRID-NUEVOS MINISTERIOS,MADRID,07:30 - 08:00,1619,6563
1023,18002,MADRID-NUEVOS MINISTERIOS,MADRID,08:00 - 08:30,2353,7075
1024,18002,MADRID-NUEVOS MINISTERIOS,MADRID,08:30 - 09:00,2072,7936
1025,18002,MADRID-NUEVOS MINISTERIOS,MADRID,09:00 - 09:30,1446,5202
1026,18002,MADRID-NUEVOS MINISTERIOS,MADRID,09:30 - 10:00,1189,3504
1027,18002,MADRID-NUEVOS MINISTERIOS,MADRID,10:00 - 10:30,888,1799
1028,18002,MADRID-NUEVOS MINISTERIOS,MADRID,10:30 - 11:00,714,1384
1029,18002,MADRID-NUEVOS MINISTERIOS,MADRID,11:00 - 11:30,767,1163
1030,18002,MADRID-NUEVOS MINISTERIOS,MADRID,11:30 - 12:00,974,1147
1031,18002,MADRID-NUEVOS MINISTERIOS,MADRID,12:00 - 12:30,929,876
1032,18002,MADRID-NUEVOS MINISTERIOS,MADRID,12:30 - 13:00,1130,920
1033,18002,MADRID-NUEVOS MINISTERIOS,MADRID,13:00 - 13:30,1383,1298
1034,18002,MADRID-NUEVOS MINISTERIOS,MADRID,13:30 - 14:00,1921,1300
1035,18002,MADRID-NUEVOS MINISTERIOS,MADRID,14:00 - 14:30,2982,1922
1036,18002,MADRID-NUEVOS MINISTERIOS,MADRID,14:30 - 15:00,3531,2028
1037,18002,MADRID-NUEVOS MINISTERIOS,MADRID,15:00 - 15:30,3729,1929
1038,18002,MADRID-NUEVOS MINISTERIOS,MADRID,15:30 - 16:00,2422,1292
1039,18002,MADRID-NUEVOS MINISTERIOS,MADRID,16:00 - 16:30,2108,1253
1040,18002,MADRID-NUEVOS MINISTERIOS,MADRID,16:30 - 17:00,1819,1298
1041,18002,MADRID-NUEVOS MINISTERIOS,MADRID,17:00 - 17:30,2270,1045
1042,18002,MADRID-NUEVOS MINISTERIOS,MADRID,17:30 - 18:00,2857,1474
1043,18002,MADRID-NUEVOS MINISTERIOS,MADRID,18:00 - 18:30,3981,1516
1044,18002,MADRID-NUEVOS MINISTERIOS,MADRID,18:30 - 19:00,3621,1269
1045,18002,MADRID-NUEVOS MINISTERIOS,MADRID,19:00 - 19:30,3629,1575
1046,18002,MADRID-NUEVOS MINISTERIOS,MADRID,19:30 - 20:00,2566,1139
1047,18002,MADRID-NUEVOS MINISTERIOS,MADRID,20:00 - 20:30,2435,1067
1048,18002,MADRID-NUEVOS MINISTERIOS,MADRID,20:30 - 21:00,1800,674
1049,18002,MADRID-NUEVOS MINISTERIOS,MADRID,21:00 - 21:30,1772,699
1050,18002,MADRID-NUEVOS MINISTERIOS,MADRID,21:30 - 22:00,1247,494
1051,18002,MADRID-NUEVOS MINISTERIOS,MADRID,22:00 - 22:30,1282,484
1052,18002,MADRID-NUEVOS MINISTERIOS,MADRID,22:30 - 23:00,511,287
1053,18002,MADRID-NUEVOS MINISTERIOS,MADRID,23:00 - 23:30,391,200
1054,18002,MADRID-NUEVOS MINISTERIOS,MADRID,23:30 - 00:00,269,166
1055,18003,MENDEZ ALVARO,MADRID,00:00 - 00:30,36,38
1056,18003,MENDEZ ALVARO,MADRID,05:30 - 06:00,46,112
1057,18003,MENDEZ ALVARO,MADRID,06:00 - 06:30,267,514
1058,18003,MENDEZ ALVARO,MADRID,06:30 - 07:00,638,1034
1059,18003,MENDEZ ALVARO,MADRID,07:00 - 07:30,991,1850
1060,18003,MENDEZ ALVARO,MADRID,07:30 - 08:00,1112,2459
1061,18003,MENDEZ ALVARO,MADRID,08:00 - 08:30,1233,2461
1062,18003,MENDEZ ALVARO,MADRID,08:30 - 09:00,1076,2337
1063,18003,MENDEZ ALVARO,MADRID,09:00 - 09:30,742,1426
1064,18003,MENDEZ ALVARO,MADRID,09:30 - 10:00,474,1014
1065,18003,MENDEZ ALVARO,MADRID,10:00 - 10:30,410,572
1066,18003,MENDEZ ALVARO,MADRID,10:30 - 11:00,328,467
1067,18003,MENDEZ ALVARO,MADRID,11:00 - 11:30,346,452
1068,18003,MENDEZ ALVARO,MADRID,11:30 - 12:00,369,500
1069,18003,MENDEZ ALVARO,MADRID,12:00 - 12:30,347,479
1070,18003,MENDEZ ALVARO,MADRID,12:30 - 13:00,521,464
1071,18003,MENDEZ ALVARO,MADRID,13:00 - 13:30,733,645
1072,18003,MENDEZ ALVARO,MADRID,13:30 - 14:00,654,650
1073,18003,MENDEZ ALVARO,MADRID,14:00 - 14:30,1323,865
1074,18003,MENDEZ ALVARO,MADRID,14:30 - 15:00,1339,1068
1075,18003,MENDEZ ALVARO,MADRID,15:00 - 15:30,1505,1076
1076,18003,MENDEZ ALVARO,MADRID,15:30 - 16:00,1196,915
1077,18003,MENDEZ ALVARO,MADRID,16:00 - 16:30,919,694
1078,18003,MENDEZ ALVARO,MADRID,16:30 - 17:00,933,618
1079,18003,MENDEZ ALVARO,MADRID,17:00 - 17:30,943,688
1080,18003,MENDEZ ALVARO,MADRID,17:30 - 18:00,918,675
1081,18003,MENDEZ ALVARO,MADRID,18:00 - 18:30,1663,910
1082,18003,MENDEZ ALVARO,MADRID,18:30 - 19:00,1464,975
1083,18003,MENDEZ ALVARO,MADRID,19:00 - 19:30,1434,880
1084,18003,MENDEZ ALVARO,MADRID,19:30 - 20:00,1051,682
1085,18003,MENDEZ ALVARO,MADRID,20:00 - 20:30,1110,626
1086,18003,MENDEZ ALVARO,MADRID,20:30 - 21:00,841,600
1087,18003,MENDEZ ALVARO,MADRID,21:00 - 21:30,651,474
1088,18003,MENDEZ ALVARO,MADRID,21:30 - 22:00,687,437
1089,18003,MENDEZ ALVARO,MADRID,22:00 - 22:30,652,252
1090,18003,MENDEZ ALVARO,MADRID,22:30 - 23:00,290,218
1091,18003,MENDEZ ALVARO,MADRID,23:00 - 23:30,230,129
1092,18003,MENDEZ ALVARO,MADRID,23:30 - 00:00,133,134
1093,18004,DELICIAS,MADRID,00:00 - 00:30,1,18
1094,18004,DELICIAS,MADRID,05:30 - 06:00,12,2
1095,18004,DELICIAS,MADRID,06:00 - 06:30,32,9
1096,18004,DELICIAS,MADRID,06:30 - 07:00,81,29
1097,18004,DELICIAS,MADRID,07:00 - 07:30,389,123
1098,18004,DELICIAS,MADRID,07:30 - 08:00,356,179
1099,18004,DELICIAS,MADRID,08:00 - 08:30,544,273
1100,18004,DELICIAS,MADRID,08:30 - 09:00,496,293
1101,18004,DELICIAS,MADRID,09:00 - 09:30,353,245
1102,18004,DELICIAS,MADRID,09:30 - 10:00,127,173
1103,18004,DELICIAS,MADRID,10:00 - 10:30,94,100
1104,18004,DELICIAS,MADRID,10:30 - 11:00,59,46
1105,18004,DELICIAS,MADRID,11:00 - 11:30,90,66
1106,18004,DELICIAS,MADRID,11:30 - 12:00,75,61
1107,18004,DELICIAS,MADRID,12:00 - 12:30,87,71
1108,18004,DELICIAS,MADRID,12:30 - 13:00,88,56
1109,18004,DELICIAS,MADRID,13:00 - 13:30,127,88
1110,18004,DELICIAS,MADRID,13:30 - 14:00,127,108
1111,18004,DELICIAS,MADRID,14:00 - 14:30,206,184
1112,18004,DELICIAS,MADRID,14:30 - 15:00,133,167
1113,18004,DELICIAS,MADRID,15:00 - 15:30,316,174
1114,18004,DELICIAS,MADRID,15:30 - 16:00,183,192
1115,18004,DELICIAS,MADRID,16:00 - 16:30,131,152
1116,18004,DELICIAS,MADRID,16:30 - 17:00,124,152
1117,18004,DELICIAS,MADRID,17:00 - 17:30,144,136
1118,18004,DELICIAS,MADRID,17:30 - 18:00,139,193
1119,18004,DELICIAS,MADRID,18:00 - 18:30,217,246
1120,18004,DELICIAS,MADRID,18:30 - 19:00,139,405
1121,18004,DELICIAS,MADRID,19:00 - 19:30,121,238
1122,18004,DELICIAS,MADRID,19:30 - 20:00,148,278
1123,18004,DELICIAS,MADRID,20:00 - 20:30,150,253
1124,18004,DELICIAS,MADRID,20:30 - 21:00,129,208
1125,18004,DELICIAS,MADRID,21:00 - 21:30,55,86
1126,18004,DELICIAS,MADRID,21:30 - 22:00,92,194
1127,18004,DELICIAS,MADRID,22:00 - 22:30,32,73
1128,18004,DELICIAS,MADRID,22:30 - 23:00,19,53
1129,18004,DELICIAS,MADRID,23:00 - 23:30,38,63
1130,18004,DELICIAS,MADRID,23:30 - 00:00,20,27
1131,18005,PIRAMIDES,MADRID,00:00 - 00:30,0,6
1132,18005,PIRAMIDES,MADRID,05:30 - 06:00,35,1
1133,18005,PIRAMIDES,MADRID,06:00 - 06:30,72,4
1134,18005,PIRAMIDES,MADRID,06:30 - 07:00,223,60
1135,18005,PIRAMIDES,MADRID,07:00 - 07:30,560,133
1136,18005,PIRAMIDES,MADRID,07:30 - 08:00,555,129
1137,18005,PIRAMIDES,MADRID,08:00 - 08:30,1230,308
1138,18005,PIRAMIDES,MADRID,08:30 - 09:00,540,202
1139,18005,PIRAMIDES,MADRID,09:00 - 09:30,533,229
1140,18005,PIRAMIDES,MADRID,09:30 - 10:00,176,152
1141,18005,PIRAMIDES,MADRID,10:00 - 10:30,164,129
1142,18005,PIRAMIDES,MADRID,10:30 - 11:00,75,40
1143,18005,PIRAMIDES,MADRID,11:00 - 11:30,158,98
1144,18005,PIRAMIDES,MADRID,11:30 - 12:00,146,91
1145,18005,PIRAMIDES,MADRID,12:00 - 12:30,140,119
1146,18005,PIRAMIDES,MADRID,12:30 - 13:00,99,67
1147,18005,PIRAMIDES,MADRID,13:00 - 13:30,104,141
1148,18005,PIRAMIDES,MADRID,13:30 - 14:00,186,222
1149,18005,PIRAMIDES,MADRID,14:00 - 14:30,370,299
1150,18005,PIRAMIDES,MADRID,14:30 - 15:00,202,317
1151,18005,PIRAMIDES,MADRID,15:00 - 15:30,141,191
1152,18005,PIRAMIDES,MADRID,15:30 - 16:00,221,320
1153,18005,PIRAMIDES,MADRID,16:00 - 16:30,156,256
1154,18005,PIRAMIDES,MADRID,16:30 - 17:00,109,139
1155,18005,PIRAMIDES,MADRID,17:00 - 17:30,244,285
1156,18005,PIRAMIDES,MADRID,17:30 - 18:00,74,160
1157,18005,PIRAMIDES,MADRID,18:00 - 18:30,225,358
1158,18005,PIRAMIDES,MADRID,18:30 - 19:00,152,339
1159,18005,PIRAMIDES,MADRID,19:00 - 19:30,138,391
1160,18005,PIRAMIDES,MADRID,19:30 - 20:00,171,386
1161,18005,PIRAMIDES,MADRID,20:00 - 20:30,150,319
1162,18005,PIRAMIDES,MADRID,20:30 - 21:00,118,242
1163,18005,PIRAMIDES,MADRID,21:00 - 21:30,106,147
1164,18005,PIRAMIDES,MADRID,21:30 - 22:00,113,226
1165,18005,PIRAMIDES,MADRID,22:00 - 22:30,47,99
1166,18005,PIRAMIDES,MADRID,22:30 - 23:00,53,135
1167,18005,PIRAMIDES,MADRID,23:00 - 23:30,46,80
1168,18005,PIRAMIDES,MADRID,23:30 - 00:00,13,35
1169,18101,SOL,MADRID,00:00 - 00:30,72,85
1170,18101,SOL,MADRID,05:00 - 05:30,16,1
1171,18101,SOL,MADRID,05:30 - 06:00,127,125
1172,18101,SOL,MADRID,06:00 - 06:30,167,379
1173,18101,SOL,MADRID,06:30 - 07:00,449,775
1174,18101,SOL,MADRID,07:00 - 07:30,792,1642
1175,18101,SOL,MADRID,07:30 - 08:00,1125,2317
1176,18101,SOL,MADRID,08:00 - 08:30,1782,2452
1177,18101,SOL,MADRID,08:30 - 09:00,1608,2784
1178,18101,SOL,MADRID,09:00 - 09:30,1311,2686
1179,18101,SOL,MADRID,09:30 - 10:00,627,1626
1180,18101,SOL,MADRID,10:00 - 10:30,677,1159
1181,18101,SOL,MADRID,10:30 - 11:00,521,1007
1182,18101,SOL,MADRID,11:00 - 11:30,509,772
1183,18101,SOL,MADRID,11:30 - 12:00,796,1277
1184,18101,SOL,MADRID,12:00 - 12:30,851,901
1185,18101,SOL,MADRID,12:30 - 13:00,606,758
1186,18101,SOL,MADRID,13:00 - 13:30,1063,970
1187,18101,SOL,MADRID,13:30 - 14:00,1007,758
1188,18101,SOL,MADRID,14:00 - 14:30,1738,1387
1189,18101,SOL,MADRID,14:30 - 15:00,2085,1419
1190,18101,SOL,MADRID,15:00 - 15:30,1973,1431
1191,18101,SOL,MADRID,15:30 - 16:00,1281,1185
1192,18101,SOL,MADRID,16:00 - 16:30,1364,1085
1193,18101,SOL,MADRID,16:30 - 17:00,1222,1299
1194,18101,SOL,MADRID,17:00 - 17:30,1512,1304
1195,18101,SOL,MADRID,17:30 - 18:00,1778,1584
1196,18101,SOL,MADRID,18:00 - 18:30,1728,1590
1197,18101,SOL,MADRID,18:30 - 19:00,1827,2051
1198,18101,SOL,MADRID,19:00 - 19:30,2064,2116
1199,18101,SOL,MADRID,19:30 - 20:00,1679,1572
1200,18101,SOL,MADRID,20:00 - 20:30,1728,1182
1201,18101,SOL,MADRID,20:30 - 21:00,1373,762
1202,18101,SOL,MADRID,21:00 - 21:30,1423,940
1203,18101,SOL,MADRID,21:30 - 22:00,943,362
1204,18101,SOL,MADRID,22:00 - 22:30,1323,452
1205,18101,SOL,MADRID,22:30 - 23:00,666,340
1206,18101,SOL,MADRID,23:00 - 23:30,693,201
1207,18101,SOL,MADRID,23:30 - 00:00,437,134
1208,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,00:00 - 00:30,0,0
1209,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,05:00 - 05:30,0,0
1210,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,05:30 - 06:00,0,0
1211,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,06:00 - 06:30,1,2
1212,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,06:30 - 07:00,0,0
1213,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,07:00 - 07:30,0,8
1214,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,07:30 - 08:00,0,26
1215,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,08:00 - 08:30,2,175
1216,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,08:30 - 09:00,2,111
1217,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,09:00 - 09:30,4,110
1218,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,09:30 - 10:00,1,44
1219,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,10:00 - 10:30,4,75
1220,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,10:30 - 11:00,14,40
1221,19001,UNIVERSIDAD PONTIFICIA DE COMILLAS,MADRID,11:00 - 11:30,19,24
